model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,710f19b3-7276-44db-a8dc-b4a2280a0a8d,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,More,more,one,false,1
Qwen/Qwen2.5-Omni-7B,a7e7afe8-2e4c-4ae7-ad34-37a1c20a0580,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,476758d8-1a5e-4d50-963a-7441dcf01771,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Fringillidae Oreomystis bairdi,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes fringillidae oreomystis bairdi,false,1
Qwen/Qwen2.5-Omni-7B,bbcda202-23a1-4d23-9175-eb3c850a0e72,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Acrididae Pseudochorthippus parallelus,The taxonomic name of the focal species is Apis mellifera.,the taxonomic name of the focal species is apis mellifera,arthropoda insecta orthoptera acrididae pseudochorthippus parallelus,false,1
Qwen/Qwen2.5-Omni-7B,2bda9f03-3481-4f9a-8908-3011f2aafd81,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Bucerotiformes Bucerotidae Rhyticeros undulatus,The taxonomic name of the focal species is Canis lupus.,the taxonomic name of the focal species is canis lupus,chordata aves bucerotiformes bucerotidae rhyticeros undulatus,false,1
Qwen/Qwen2.5-Omni-7B,625ee11f-f7de-458b-abfe-6b81f460caf1,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,call,call,call,true,1
Qwen/Qwen2.5-Omni-7B,8f40bef8-b9db-4043-9b6e-8101841287e9,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Alytidae Alytes obstetricans,The taxonomic name of the focal species is C. canadensis.,the taxonomic name of the focal species is c canadensis,chordata amphibia anura alytidae alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,e2cd8c9e-7d44-439c-9e5c-4c9b3d19e080,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,90bf4acb-c983-427b-b069-79b95d3f2532,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Timaliidae Mixornis kelleyi,The taxonomic name of the focal species is Psarocolius decumanus.,the taxonomic name of the focal species is psarocolius decumanus,chordata aves passeriformes timaliidae mixornis kelleyi,false,1
Qwen/Qwen2.5-Omni-7B,ddd98d5e-e817-4268-b2d3-4ee4775c1971,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Climacteridae Climacteris melanurus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes climacteridae climacteris melanurus,false,1
Qwen/Qwen2.5-Omni-7B,5f989537-2957-4efd-a5c3-34d103c296b9,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,60770a84-e4f7-42e8-9d59-6354997b62fe,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,d677109e-a441-493c-ad49-2584f56f2b6e,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,call,call,song,false,1
Qwen/Qwen2.5-Omni-7B,7dbf3efe-afe0-400d-8459-541f373255d7,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,a2db5d0c-ddf0-4410-a679-571a0ea4c438,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species is cricket.,the common name for the focal species is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,381f04df-2d5d-4e39-9313-b8b5af93a549,unseen-species-sci,What is the scientific name for the focal species in the audio?,Asthenes arequipae,The scientific name for the focal species is Oenanthe oenanthe.,the scientific name for the focal species is oenanthe oenanthe,asthenes arequipae,false,1
Qwen/Qwen2.5-Omni-7B,f4df9234-4d6f-43bb-b963-640d7e4d72c8,unseen-species-cmn,What is the common name for the focal species in the audio?,Long-tailed Starling,The common name for the focal species is the Yellow-throated Warbler.,the common name for the focal species is the yellow throated warbler,long tailed starling,false,1
Qwen/Qwen2.5-Omni-7B,b2720233-bbb3-46fe-ae2e-1a2eff4188e4,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Probosciger aterrimus,The scientific name for the focal species is Psittacara leucophthalmus.,the scientific name for the focal species is psittacara leucophthalmus,probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,915353f3-0434-4f39-b7a1-b34f0a3ea1d8,unseen-species-sci,What is the scientific name for the focal species in the audio?,Falco concolor,The scientific name for the focal species is Falco peregrinus.,the scientific name for the focal species is falco peregrinus,falco concolor,false,1
Qwen/Qwen2.5-Omni-7B,e564a74c-97c1-4f23-b8fd-6148d10ee28e,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aratinga nenday,The scientific name for the focal species is Ficedula hypoleuca.,the scientific name for the focal species is ficedula hypoleuca,aratinga nenday,false,1
Qwen/Qwen2.5-Omni-7B,e8c86bc5-4f93-43ab-ace5-382d5b4f2019,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Heterocercus aurantiivertex,The scientific name for the focal species in the audio is Oecanthus pellucens.,the scientific name for the focal species in the audio is oecanthus pellucens,heterocercus aurantiivertex,false,1
Qwen/Qwen2.5-Omni-7B,62ccdeca-38c2-4579-9bd0-454e5fa58146,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,34e4e64c-6780-4284-92b0-bfefa5cec014,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,1bde6f5f-6448-45ce-9f7f-d8e1aedc6366,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,3329b945-8bad-4173-9bba-3011b734196c,watkins,What is the common name for the focal species in the audio?,Melon Headed Whale,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,melon headed whale,false,1
Qwen/Qwen2.5-Omni-7B,29160b62-09d7-4fff-b595-79de221edd62,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,a1d7f833-cadf-4c54-842c-2f3565c88694,unseen-species-cmn,What is the common name for the focal species in the audio?,Southern Leaf Green Tree Frog,The common name for the focal species is the American Coot.,the common name for the focal species is the american coot,southern leaf green tree frog,false,1
Qwen/Qwen2.5-Omni-7B,d3991591-7c10-4a55-b9d4-e67c8efd993e,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Procellariiformes Procellariidae Puffinus assimilis,The taxonomic name of the focal species is 'Chroicocephalus ridibundus'.,the taxonomic name of the focal species is chroicocephalus ridibundus,chordata aves procellariiformes procellariidae puffinus assimilis,false,1
Qwen/Qwen2.5-Omni-7B,b986891d-c6f4-415f-a332-e5cc18128264,unseen-species-sci,What is the scientific name for the focal species in the audio?,Cisticola brunnescens,The scientific name for the focal species is Microtus pennsylvanicus.,the scientific name for the focal species is microtus pennsylvanicus,cisticola brunnescens,false,1
Qwen/Qwen2.5-Omni-7B,9f9c48c6-d203-453d-a0f2-f127123a192b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,02592057-ddbc-4e6f-8aa5-ee3a5650f157,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,a405b028-f2ca-4d92-a80d-10c379e155bc,unseen-species-cmn,What is the common name for the focal species in the audio?,Bannerman's Sunbird,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,bannerman s sunbird,false,1
Qwen/Qwen2.5-Omni-7B,abdad934-69bb-4f01-8d52-9116bec03753,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Aphelocephala leucopsis,The scientific name for the focal species is Cyanistes caeruleus.,the scientific name for the focal species is cyanistes caeruleus,aphelocephala leucopsis,false,1
Qwen/Qwen2.5-Omni-7B,6f62dedc-16dd-48d8-83ea-21e53cc58b9d,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Turdus philomelos.,the taxonomic name of the focal species is turdus philomelos,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,58aa8e24-73eb-4eae-95e8-3602d751c4c2,unseen-genus-cmn,What is the common name for the focal species in the audio?,Tylas Vanga,The common name for the focal species is the Common Whitethroat.,the common name for the focal species is the common whitethroat,tylas vanga,false,1
Qwen/Qwen2.5-Omni-7B,ae522f8d-fb97-4790-9142-2d3db4e22e7c,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,4b355555-746d-4f3b-9d58-42cd903335e6,unseen-species-sci,What is the scientific name for the focal species in the audio?,Chalcomitra balfouri,The scientific name for the focal species is Psilorhinus morio.,the scientific name for the focal species is psilorhinus morio,chalcomitra balfouri,false,1
Qwen/Qwen2.5-Omni-7B,fa136400-09a4-45c4-aac8-733605313480,unseen-species-cmn,What is the common name for the focal species in the audio?,Chinese Shortwing,The common name for the focal species is the Yellow-ripped Flycatcher.,the common name for the focal species is the yellow ripped flycatcher,chinese shortwing,false,1
Qwen/Qwen2.5-Omni-7B,5043e608-bdb6-42ea-96c2-9adead008c5a,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Sus scrofa,The taxonomic name of the focal species is Panthera tigris.,the taxonomic name of the focal species is panthera tigris,chordata mammalia artiodactyla suidae sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,87747e24-a81a-40c7-8b81-5f6407385ae5,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Piciformes Galbulidae Jacamaralcyon tridactyla,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves piciformes galbulidae jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,b193a2f9-555d-4c81-bbd1-1a1014a665c1,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Cryptotympana facialis,The scientific name for the focal species in the audio is Odonestes leucophaeus.,the scientific name for the focal species in the audio is odonestes leucophaeus,cryptotympana facialis,false,1
Qwen/Qwen2.5-Omni-7B,8b310095-582e-4d52-a517-0aa40e83f839,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,df718d8e-c4be-495d-87d9-6d729c78107a,unseen-genus-cmn,What is the common name for the focal species in the audio?,Black Giant Cicada,The common name for the focal species in the audio is 'crickets'.,the common name for the focal species in the audio is crickets,black giant cicada,false,1
Qwen/Qwen2.5-Omni-7B,14fc6d02-fe85-4562-bf2b-0ceca5c90c5b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,3754b521-e057-4192-8b87-babd6d47676d,unseen-species-cmn,What is the common name for the focal species in the audio?,Grey Cuckooshrike,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,grey cuckooshrike,false,1
Qwen/Qwen2.5-Omni-7B,40a4cc17-f3ed-4880-949c-5d8ed682662f,unseen-species-cmn,What is the common name for the focal species in the audio?,Ayeyarwady Bulbul,The common name for the focal species in the audio is 'American toad.',the common name for the focal species in the audio is american toad,ayeyarwady bulbul,false,1
Qwen/Qwen2.5-Omni-7B,81174e6a-f698-4e7f-9c4b-1cf92a962cf0,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Cryptotympana facialis,The scientific name for the focal species is C. canorus.,the scientific name for the focal species is c canorus,cryptotympana facialis,false,1
Qwen/Qwen2.5-Omni-7B,1d244e1e-4a07-489b-b2b3-110dd558e1f3,unseen-species-sci,What is the scientific name for the focal species in the audio?,Vireo osburni,The scientific name for the focal species in the audio is Pteropuspselaphon.,the scientific name for the focal species in the audio is pteropuspselaphon,vireo osburni,false,1
Qwen/Qwen2.5-Omni-7B,0c9f5fc1-1739-423d-be88-e2910a512933,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Ranidae Rana dalmatina,The taxonomic name of the focal species is Rana temporaria.,the taxonomic name of the focal species is rana temporaria,chordata amphibia anura ranidae rana dalmatina,false,1
Qwen/Qwen2.5-Omni-7B,f9416471-3818-4daf-a0f1-5711794a04a5,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psophodes olivaceus.,the taxonomic name of the focal species is psophodes olivaceus,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,e66e0859-b487-493b-b7ed-683d636e0185,unseen-genus-cmn,What is the common name for the focal species in the audio?,Dark-breasted Rosefinch,The common name for the focal species is the Common Raven.,the common name for the focal species is the common raven,dark breasted rosefinch,false,1
Qwen/Qwen2.5-Omni-7B,32d81bd6-e4a7-40f4-a374-abee11652c9a,watkins,What is the common name for the focal species in the audio?,Spinner Dolphin,The common name for the focal species in the audio is the Common Poorwill.,the common name for the focal species in the audio is the common poorwill,spinner dolphin,false,1
Qwen/Qwen2.5-Omni-7B,b754f59f-d1a8-4a80-b798-2efebe20c276,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,More,more,one,false,1
Qwen/Qwen2.5-Omni-7B,455a6c53-dde1-448b-8832-60c64481ae18,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Bernieridae Cryptosylvicola randrianasoloi,The taxonomic name of the focal species is Psilopogon haemacephalus.,the taxonomic name of the focal species is psilopogon haemacephalus,chordata aves passeriformes bernieridae cryptosylvicola randrianasoloi,false,1
Qwen/Qwen2.5-Omni-7B,c8e6425d-cf3e-45b0-a1db-778fae96d78c,unseen-genus-cmn,What is the common name for the focal species in the audio?,Spectacled Tyrant,The common name for the focal species is the Common Pigeon.,the common name for the focal species is the common pigeon,spectacled tyrant,false,1
