event_id,target,support_k_per_class,support_k_total,method,feature_layer,prediction,correct
799377,Tsik,8,48,nearest_centroid,28,Seep,false
36522,Twitter,8,48,nearest_centroid,28,Trill,false
547929,Twitter,8,48,nearest_centroid,28,Trill,false
592286,Twitter,8,48,nearest_centroid,28,Twitter,true
598116,Twitter,8,48,nearest_centroid,28,Twitter,true
598781,Twitter,8,48,nearest_centroid,28,Twitter,true
622260,Twitter,8,48,nearest_centroid,28,Twitter,true
622758,Twitter,8,48,nearest_centroid,28,Twitter,true
623573,Twitter,8,48,nearest_centroid,28,Trill,false
624179,Twitter,8,48,nearest_centroid,28,Twitter,true
625053,Twitter,8,48,nearest_centroid,28,Trill,false
632381,Twitter,8,48,nearest_centroid,28,Twitter,true
699227,Twitter,8,48,nearest_centroid,28,Twitter,true
737715,Twitter,8,48,nearest_centroid,28,Twitter,true
405841,Infant Cry,8,48,linear_probe,28,Infant Cry,true
609454,Infant Cry,8,48,linear_probe,28,Infant Cry,true
623676,Infant Cry,8,48,linear_probe,28,Infant Cry,true
623691,Infant Cry,8,48,linear_probe,28,Infant Cry,true
628729,Infant Cry,8,48,linear_probe,28,Tsik,false
631861,Infant Cry,8,48,linear_probe,28,Tsik,false
742006,Infant Cry,8,48,linear_probe,28,Infant Cry,true
34756,Phee,8,48,linear_probe,28,Phee,true
36485,Phee,8,48,linear_probe,28,Phee,true
408631,Phee,8,48,linear_probe,28,Phee,true
518079,Phee,8,48,linear_probe,28,Phee,true
521545,Phee,8,48,linear_probe,28,Phee,true
54180,Phee,8,48,linear_probe,28,Phee,true
547992,Phee,8,48,linear_probe,28,Phee,true
580352,Phee,8,48,linear_probe,28,Phee,true
590590,Phee,8,48,linear_probe,28,Phee,true
631485,Phee,8,48,linear_probe,28,Phee,true
632300,Phee,8,48,linear_probe,28,Phee,true
632863,Phee,8,48,linear_probe,28,Phee,true
633531,Phee,8,48,linear_probe,28,Phee,true
647588,Phee,8,48,linear_probe,28,Phee,true
706021,Phee,8,48,linear_probe,28,Phee,true
758751,Phee,8,48,linear_probe,28,Phee,true
788000,Phee,8,48,linear_probe,28,Phee,true
794666,Phee,8,48,linear_probe,28,Phee,true
860537,Phee,8,48,linear_probe,28,Phee,true
31828,Seep,8,48,linear_probe,28,Seep,true
533988,Seep,8,48,linear_probe,28,Seep,true
622417,Seep,8,48,linear_probe,28,Seep,true
623382,Seep,8,48,linear_probe,28,Seep,true
623621,Seep,8,48,linear_probe,28,Seep,true
623713,Seep,8,48,linear_probe,28,Seep,true
715845,Seep,8,48,linear_probe,28,Seep,true
51436,Trill,8,48,linear_probe,28,Trill,true
517703,Trill,8,48,linear_probe,28,Phee,false
52861,Trill,8,48,linear_probe,28,Trill,true
548798,Trill,8,48,linear_probe,28,Tsik,false
56195,Trill,8,48,linear_probe,28,Phee,false
580149,Trill,8,48,linear_probe,28,Trill,true
592253,Trill,8,48,linear_probe,28,Twitter,false
595018,Trill,8,48,linear_probe,28,Trill,true
622320,Trill,8,48,linear_probe,28,Trill,true
624712,Trill,8,48,linear_probe,28,Trill,true
631448,Trill,8,48,linear_probe,28,Phee,false
695230,Trill,8,48,linear_probe,28,Trill,true
708875,Trill,8,48,linear_probe,28,Trill,true
738495,Trill,8,48,linear_probe,28,Trill,true
859379,Trill,8,48,linear_probe,28,Trill,true
861790,Trill,8,48,linear_probe,28,Phee,false
31471,Tsik,8,48,linear_probe,28,Tsik,true
50919,Tsik,8,48,linear_probe,28,Trill,false
610080,Tsik,8,48,linear_probe,28,Tsik,true
614582,Tsik,8,48,linear_probe,28,Tsik,true
614794,Tsik,8,48,linear_probe,28,Tsik,true
622312,Tsik,8,48,linear_probe,28,Infant Cry,false
623831,Tsik,8,48,linear_probe,28,Tsik,true
631947,Tsik,8,48,linear_probe,28,Twitter,false
632037,Tsik,8,48,linear_probe,28,Tsik,true
642827,Tsik,8,48,linear_probe,28,Tsik,true
716490,Tsik,8,48,linear_probe,28,Tsik,true
755986,Tsik,8,48,linear_probe,28,Tsik,true
799377,Tsik,8,48,linear_probe,28,Twitter,false
36522,Twitter,8,48,linear_probe,28,Twitter,true
547929,Twitter,8,48,linear_probe,28,Twitter,true
592286,Twitter,8,48,linear_probe,28,Twitter,true
598116,Twitter,8,48,linear_probe,28,Twitter,true
598781,Twitter,8,48,linear_probe,28,Twitter,true
622260,Twitter,8,48,linear_probe,28,Twitter,true
622758,Twitter,8,48,linear_probe,28,Twitter,true
623573,Twitter,8,48,linear_probe,28,Twitter,true
624179,Twitter,8,48,linear_probe,28,Twitter,true
625053,Twitter,8,48,linear_probe,28,Twitter,true
632381,Twitter,8,48,linear_probe,28,Twitter,true
699227,Twitter,8,48,linear_probe,28,Twitter,true
737715,Twitter,8,48,linear_probe,28,Twitter,true
405841,Infant Cry,16,96,nearest_centroid,28,Trill,false
609454,Infant Cry,16,96,nearest_centroid,28,Tsik,false
623676,Infant Cry,16,96,nearest_centroid,28,Infant Cry,true
623691,Infant Cry,16,96,nearest_centroid,28,Infant Cry,true
628729,Infant Cry,16,96,nearest_centroid,28,Infant Cry,true
631861,Infant Cry,16,96,nearest_centroid,28,Tsik,false
742006,Infant Cry,16,96,nearest_centroid,28,Infant Cry,true
34756,Phee,16,96,nearest_centroid,28,Phee,true
36485,Phee,16,96,nearest_centroid,28,Phee,true
408631,Phee,16,96,nearest_centroid,28,Phee,true
518079,Phee,16,96,nearest_centroid,28,Phee,true
521545,Phee,16,96,nearest_centroid,28,Phee,true
54180,Phee,16,96,nearest_centroid,28,Phee,true
547992,Phee,16,96,nearest_centroid,28,Phee,true
580352,Phee,16,96,nearest_centroid,28,Phee,true
590590,Phee,16,96,nearest_centroid,28,Phee,true
631485,Phee,16,96,nearest_centroid,28,Phee,true
632300,Phee,16,96,nearest_centroid,28,Phee,true
632863,Phee,16,96,nearest_centroid,28,Phee,true
633531,Phee,16,96,nearest_centroid,28,Seep,false
647588,Phee,16,96,nearest_centroid,28,Phee,true
706021,Phee,16,96,nearest_centroid,28,Phee,true
758751,Phee,16,96,nearest_centroid,28,Phee,true
788000,Phee,16,96,nearest_centroid,28,Phee,true
794666,Phee,16,96,nearest_centroid,28,Phee,true
860537,Phee,16,96,nearest_centroid,28,Phee,true
31828,Seep,16,96,nearest_centroid,28,Seep,true
533988,Seep,16,96,nearest_centroid,28,Seep,true
622417,Seep,16,96,nearest_centroid,28,Seep,true
623382,Seep,16,96,nearest_centroid,28,Seep,true
623621,Seep,16,96,nearest_centroid,28,Trill,false
623713,Seep,16,96,nearest_centroid,28,Trill,false
715845,Seep,16,96,nearest_centroid,28,Seep,true
51436,Trill,16,96,nearest_centroid,28,Trill,true
517703,Trill,16,96,nearest_centroid,28,Tsik,false
52861,Trill,16,96,nearest_centroid,28,Trill,true
548798,Trill,16,96,nearest_centroid,28,Trill,true
56195,Trill,16,96,nearest_centroid,28,Infant Cry,false
580149,Trill,16,96,nearest_centroid,28,Trill,true
592253,Trill,16,96,nearest_centroid,28,Tsik,false
595018,Trill,16,96,nearest_centroid,28,Trill,true
622320,Trill,16,96,nearest_centroid,28,Twitter,false
624712,Trill,16,96,nearest_centroid,28,Trill,true
631448,Trill,16,96,nearest_centroid,28,Trill,true
695230,Trill,16,96,nearest_centroid,28,Trill,true
708875,Trill,16,96,nearest_centroid,28,Trill,true
738495,Trill,16,96,nearest_centroid,28,Trill,true
859379,Trill,16,96,nearest_centroid,28,Trill,true
861790,Trill,16,96,nearest_centroid,28,Trill,true
31471,Tsik,16,96,nearest_centroid,28,Tsik,true
50919,Tsik,16,96,nearest_centroid,28,Trill,false
610080,Tsik,16,96,nearest_centroid,28,Tsik,true
614582,Tsik,16,96,nearest_centroid,28,Tsik,true
614794,Tsik,16,96,nearest_centroid,28,Tsik,true
622312,Tsik,16,96,nearest_centroid,28,Tsik,true
623831,Tsik,16,96,nearest_centroid,28,Tsik,true
631947,Tsik,16,96,nearest_centroid,28,Tsik,true
632037,Tsik,16,96,nearest_centroid,28,Tsik,true
642827,Tsik,16,96,nearest_centroid,28,Tsik,true
716490,Tsik,16,96,nearest_centroid,28,Trill,false
755986,Tsik,16,96,nearest_centroid,28,Tsik,true
799377,Tsik,16,96,nearest_centroid,28,Seep,false
36522,Twitter,16,96,nearest_centroid,28,Trill,false
547929,Twitter,16,96,nearest_centroid,28,Trill,false
592286,Twitter,16,96,nearest_centroid,28,Twitter,true
598116,Twitter,16,96,nearest_centroid,28,Twitter,true
598781,Twitter,16,96,nearest_centroid,28,Twitter,true
622260,Twitter,16,96,nearest_centroid,28,Twitter,true
622758,Twitter,16,96,nearest_centroid,28,Twitter,true
623573,Twitter,16,96,nearest_centroid,28,Trill,false
624179,Twitter,16,96,nearest_centroid,28,Twitter,true
625053,Twitter,16,96,nearest_centroid,28,Trill,false
632381,Twitter,16,96,nearest_centroid,28,Twitter,true
699227,Twitter,16,96,nearest_centroid,28,Twitter,true
737715,Twitter,16,96,nearest_centroid,28,Phee,false
405841,Infant Cry,16,96,linear_probe,28,Trill,false
609454,Infant Cry,16,96,linear_probe,28,Infant Cry,true
623676,Infant Cry,16,96,linear_probe,28,Infant Cry,true
623691,Infant Cry,16,96,linear_probe,28,Infant Cry,true
628729,Infant Cry,16,96,linear_probe,28,Infant Cry,true
631861,Infant Cry,16,96,linear_probe,28,Tsik,false
742006,Infant Cry,16,96,linear_probe,28,Infant Cry,true
34756,Phee,16,96,linear_probe,28,Phee,true
36485,Phee,16,96,linear_probe,28,Phee,true
408631,Phee,16,96,linear_probe,28,Phee,true
518079,Phee,16,96,linear_probe,28,Phee,true
521545,Phee,16,96,linear_probe,28,Phee,true
54180,Phee,16,96,linear_probe,28,Phee,true
547992,Phee,16,96,linear_probe,28,Phee,true
580352,Phee,16,96,linear_probe,28,Phee,true
590590,Phee,16,96,linear_probe,28,Phee,true
631485,Phee,16,96,linear_probe,28,Phee,true
632300,Phee,16,96,linear_probe,28,Phee,true
632863,Phee,16,96,linear_probe,28,Phee,true
633531,Phee,16,96,linear_probe,28,Phee,true
647588,Phee,16,96,linear_probe,28,Phee,true
706021,Phee,16,96,linear_probe,28,Phee,true
758751,Phee,16,96,linear_probe,28,Phee,true
788000,Phee,16,96,linear_probe,28,Phee,true
794666,Phee,16,96,linear_probe,28,Phee,true
860537,Phee,16,96,linear_probe,28,Phee,true
31828,Seep,16,96,linear_probe,28,Seep,true
533988,Seep,16,96,linear_probe,28,Seep,true
622417,Seep,16,96,linear_probe,28,Seep,true
623382,Seep,16,96,linear_probe,28,Seep,true
623621,Seep,16,96,linear_probe,28,Seep,true
623713,Seep,16,96,linear_probe,28,Seep,true
715845,Seep,16,96,linear_probe,28,Seep,true
51436,Trill,16,96,linear_probe,28,Trill,true
517703,Trill,16,96,linear_probe,28,Trill,true
52861,Trill,16,96,linear_probe,28,Trill,true
548798,Trill,16,96,linear_probe,28,Tsik,false
56195,Trill,16,96,linear_probe,28,Trill,true
580149,Trill,16,96,linear_probe,28,Trill,true
592253,Trill,16,96,linear_probe,28,Twitter,false
595018,Trill,16,96,linear_probe,28,Trill,true
622320,Trill,16,96,linear_probe,28,Trill,true
624712,Trill,16,96,linear_probe,28,Trill,true
631448,Trill,16,96,linear_probe,28,Trill,true
695230,Trill,16,96,linear_probe,28,Trill,true
708875,Trill,16,96,linear_probe,28,Trill,true
738495,Trill,16,96,linear_probe,28,Trill,true
859379,Trill,16,96,linear_probe,28,Trill,true
861790,Trill,16,96,linear_probe,28,Phee,false
31471,Tsik,16,96,linear_probe,28,Tsik,true
50919,Tsik,16,96,linear_probe,28,Trill,false
610080,Tsik,16,96,linear_probe,28,Tsik,true
614582,Tsik,16,96,linear_probe,28,Seep,false
614794,Tsik,16,96,linear_probe,28,Tsik,true
622312,Tsik,16,96,linear_probe,28,Infant Cry,false
623831,Tsik,16,96,linear_probe,28,Tsik,true
631947,Tsik,16,96,linear_probe,28,Twitter,false
632037,Tsik,16,96,linear_probe,28,Tsik,true
642827,Tsik,16,96,linear_probe,28,Tsik,true
716490,Tsik,16,96,linear_probe,28,Twitter,false
755986,Tsik,16,96,linear_probe,28,Tsik,true
799377,Tsik,16,96,linear_probe,28,Twitter,false
36522,Twitter,16,96,linear_probe,28,Twitter,true
547929,Twitter,16,96,linear_probe,28,Twitter,true
592286,Twitter,16,96,linear_probe,28,Twitter,true
598116,Twitter,16,96,linear_probe,28,Twitter,true
598781,Twitter,16,96,linear_probe,28,Twitter,true
622260,Twitter,16,96,linear_probe,28,Trill,false
622758,Twitter,16,96,linear_probe,28,Twitter,true
623573,Twitter,16,96,linear_probe,28,Twitter,true
624179,Twitter,16,96,linear_probe,28,Twitter,true
625053,Twitter,16,96,linear_probe,28,Twitter,true
632381,Twitter,16,96,linear_probe,28,Twitter,true
699227,Twitter,16,96,linear_probe,28,Twitter,true
737715,Twitter,16,96,linear_probe,28,Trill,false
