event_id,recording_id,target,prompt_name,prediction_mean,prediction_sum,correct_mean,correct_sum,candidate_scores_json
666082,2020_11_1,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.235837936401367,""mean_token_logprob"":-2.745279312133789,""token_logprobs"":[-8.235300064086914,-2.0265558760002023e-06,-0.0005362979718483984]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.8879483342170715,""mean_token_logprob"":-0.44397416710853577,""token_logprobs"":[-0.8879387974739075,-9.536697689327411e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.4053874015808105,""mean_token_logprob"":-0.7026937007904053,""token_logprobs"":[-1.4053864479064941,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.67108154296875,""mean_token_logprob"":-3.335540771484375,""token_logprobs"":[-3.283937454223633,-3.387143850326538]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.84546959400177,""mean_token_logprob"":-0.922734797000885,""token_logprobs"":[-1.8453397750854492,-0.00012981049076188356]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.1645827293395996,""mean_token_logprob"":-2.1645827293395996,""token_logprobs"":[-2.1645827293395996]}]"
666082,2020_11_1,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.241297721862793,""mean_token_logprob"":-2.080432573954264,""token_logprobs"":[-6.240960597991943,-1.0728830375228426e-06,-0.0003361137059982866]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.2167646884918213,""mean_token_logprob"":-1.1083823442459106,""token_logprobs"":[-2.2167234420776367,-4.124556289752945e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3161842823028564,""mean_token_logprob"":-0.6580921411514282,""token_logprobs"":[-1.3161828517913818,-1.4305104514278355e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.413369655609131,""mean_token_logprob"":-2.7066848278045654,""token_logprobs"":[-3.0469818115234375,-2.3663878440856934]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.1270792484283447,""mean_token_logprob"":-1.5635396242141724,""token_logprobs"":[-3.1270735263824463,-5.8412379075889476e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.7610206604003906,""mean_token_logprob"":-0.7610206604003906,""token_logprobs"":[-0.7610206604003906]}]"
667865,2020_11_1,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.348795890808105,""mean_token_logprob"":-2.7829319636027017,""token_logprobs"":[-8.348366737365723,-1.9073468138230965e-06,-0.00042691652197390795]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.1572296619415283,""mean_token_logprob"":-0.5786148309707642,""token_logprobs"":[-1.157219409942627,-1.0251946150674485e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.2942215204238892,""mean_token_logprob"":-0.6471107602119446,""token_logprobs"":[-1.2942208051681519,-7.152555099310121e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.499307632446289,""mean_token_logprob"":-3.2496538162231445,""token_logprobs"":[-3.2105250358581543,-3.2887823581695557]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.822824239730835,""mean_token_logprob"":-0.9114121198654175,""token_logprobs"":[-1.8227310180664062,-9.321732068201527e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.858702540397644,""mean_token_logprob"":-1.858702540397644,""token_logprobs"":[-1.858702540397644]}]"
667865,2020_11_1,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.927495956420898,""mean_token_logprob"":-2.3091653188069663,""token_logprobs"":[-6.927295207977295,-1.1920922133867862e-06,-0.00019965562387369573]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-3.108731269836426,""mean_token_logprob"":-1.554365634918213,""token_logprobs"":[-3.108682632446289,-4.8636207793606445e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.222488284111023,""mean_token_logprob"":-0.6112441420555115,""token_logprobs"":[-1.222487211227417,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.201125144958496,""mean_token_logprob"":-3.100562572479248,""token_logprobs"":[-3.508744716644287,-2.69238018989563]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.201277017593384,""mean_token_logprob"":-1.600638508796692,""token_logprobs"":[-3.201270580291748,-6.437280717364047e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.5350906848907471,""mean_token_logprob"":-0.5350906848907471,""token_logprobs"":[-0.5350906848907471]}]"
667905,2020_11_1,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.604275703430176,""mean_token_logprob"":-2.868091901143392,""token_logprobs"":[-8.603818893432617,-2.3841830625315197e-06,-0.0004545609117485583]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.9561299085617065,""mean_token_logprob"":-0.47806495428085327,""token_logprobs"":[-0.9561206102371216,-9.298280929215252e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.0030180215835571,""mean_token_logprob"":-0.5015090107917786,""token_logprobs"":[-1.0030169486999512,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.654449939727783,""mean_token_logprob"":-3.3272249698638916,""token_logprobs"":[-3.508873462677002,-3.1455764770507812]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.363523006439209,""mean_token_logprob"":-1.1817615032196045,""token_logprobs"":[-2.3633644580841064,-0.0001586549769854173]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.4914798736572266,""mean_token_logprob"":-2.4914798736572266,""token_logprobs"":[-2.4914798736572266]}]"
667905,2020_11_1,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.256568908691406,""mean_token_logprob"":-2.0855229695638022,""token_logprobs"":[-6.256381988525391,-1.4305104514278355e-06,-0.00018535325943958014]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.1036572456359863,""mean_token_logprob"":-1.0518286228179932,""token_logprobs"":[-2.103616237640381,-4.1126360883936286e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.1307833194732666,""mean_token_logprob"":-0.5653916597366333,""token_logprobs"":[-1.130781650543213,-1.6689286894688848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.652802467346191,""mean_token_logprob"":-2.8264012336730957,""token_logprobs"":[-3.399488925933838,-2.2533137798309326]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.1337008476257324,""mean_token_logprob"":-1.5668504238128662,""token_logprobs"":[-3.1336865425109863,-1.4305012882687151e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.8685492277145386,""mean_token_logprob"":-0.8685492277145386,""token_logprobs"":[-0.8685492277145386]}]"
669950,2020_11_1,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.486259460449219,""mean_token_logprob"":-2.8287531534830728,""token_logprobs"":[-8.485677719116211,-2.3841830625315197e-06,-0.0005796659388579428]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.9837570190429688,""mean_token_logprob"":-0.4918785095214844,""token_logprobs"":[-0.9837467670440674,-1.0251946150674485e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.1676095724105835,""mean_token_logprob"":-0.5838047862052917,""token_logprobs"":[-1.1676087379455566,-8.344646857949556e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.783212661743164,""mean_token_logprob"":-2.891606330871582,""token_logprobs"":[-3.0995655059814453,-2.6836469173431396]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.0604050159454346,""mean_token_logprob"":-1.0302025079727173,""token_logprobs"":[-2.060175895690918,-0.00022921319759916514]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.0251848697662354,""mean_token_logprob"":-2.0251848697662354,""token_logprobs"":[-2.0251848697662354]}]"
669950,2020_11_1,Infant Cry,definition,Seep,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-5.912306308746338,""mean_token_logprob"":-1.9707687695821126,""token_logprobs"":[-5.911978721618652,-1.4305104514278355e-06,-0.0003262225945945829]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.1891684532165527,""mean_token_logprob"":-1.0945842266082764,""token_logprobs"":[-2.189126968383789,-4.1483970562694594e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.137972354888916,""mean_token_logprob"":-0.568986177444458,""token_logprobs"":[-1.137971043586731,-1.311301275563892e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.181114196777344,""mean_token_logprob"":-2.590557098388672,""token_logprobs"":[-3.1264662742614746,-2.054647922515869]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.2964673042297363,""mean_token_logprob"":-1.6482336521148682,""token_logprobs"":[-3.296456813812256,-1.0490362910786644e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.8649318218231201,""mean_token_logprob"":-0.8649318218231201,""token_logprobs"":[-0.8649318218231201]}]"
669953,2020_11_1,Infant Cry,bare,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.557462692260742,""mean_token_logprob"":-2.852487564086914,""token_logprobs"":[-8.556761741638184,-4.291525328881107e-06,-0.0006970121758058667]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.358065128326416,""mean_token_logprob"":-0.679032564163208,""token_logprobs"":[-1.3580539226531982,-1.1205610462639015e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.7003662586212158,""mean_token_logprob"":-0.3501831293106079,""token_logprobs"":[-0.700365424156189,-8.344646857949556e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.83724308013916,""mean_token_logprob"":-3.41862154006958,""token_logprobs"":[-3.4426119327545166,-3.3946311473846436]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.303391933441162,""mean_token_logprob"":-1.151695966720581,""token_logprobs"":[-2.303279399871826,-0.00011252723925281316]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.47469162940979,""mean_token_logprob"":-2.47469162940979,""token_logprobs"":[-2.47469162940979]}]"
669953,2020_11_1,Infant Cry,definition,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.11029052734375,""mean_token_logprob"":-2.0367635091145835,""token_logprobs"":[-6.110030174255371,-1.5497195136049413e-06,-0.00025900822947733104]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.3604235649108887,""mean_token_logprob"":-1.1802117824554443,""token_logprobs"":[-2.360377788543701,-4.589452510117553e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.7207525372505188,""mean_token_logprob"":-0.3603762686252594,""token_logprobs"":[-0.7207511067390442,-1.4305104514278355e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.287548065185547,""mean_token_logprob"":-2.6437740325927734,""token_logprobs"":[-3.322579860687256,-1.9649680852890015]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.0484800338745117,""mean_token_logprob"":-1.5242400169372559,""token_logprobs"":[-3.0484695434570312,-1.0609570381348021e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.228123426437378,""mean_token_logprob"":-1.228123426437378,""token_logprobs"":[-1.228123426437378]}]"
670039,2020_11_1,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.80124282836914,""mean_token_logprob"":-2.9337476094563804,""token_logprobs"":[-8.800398826599121,-2.9802276912960224e-06,-0.0008415018673986197]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-0.5645174980163574,""mean_token_logprob"":-0.2822587490081787,""token_logprobs"":[-0.5645098686218262,-7.629365427419543e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.6303672790527344,""mean_token_logprob"":-0.8151836395263672,""token_logprobs"":[-1.6303662061691284,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.018832206726074,""mean_token_logprob"":-3.009416103363037,""token_logprobs"":[-3.6125969886779785,-2.4062349796295166]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.2490086555480957,""mean_token_logprob"":-1.1245043277740479,""token_logprobs"":[-2.2488629817962646,-0.00014578233822248876]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.604743480682373,""mean_token_logprob"":-2.604743480682373,""token_logprobs"":[-2.604743480682373]}]"
670039,2020_11_1,Infant Cry,definition,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-5.463418006896973,""mean_token_logprob"":-1.8211393356323242,""token_logprobs"":[-5.463125228881836,-1.0728830375228426e-06,-0.0002917817619163543]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.3328033685684204,""mean_token_logprob"":-0.6664016842842102,""token_logprobs"":[-1.3327704668045044,-3.290122185717337e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.099293828010559,""mean_token_logprob"":-0.5496469140052795,""token_logprobs"":[-1.099292516708374,-1.311301275563892e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.678116321563721,""mean_token_logprob"":-2.3390581607818604,""token_logprobs"":[-2.9853968620300293,-1.6927194595336914]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.0954010486602783,""mean_token_logprob"":-1.5477005243301392,""token_logprobs"":[-3.095390558242798,-1.0609570381348021e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.3778787851333618,""mean_token_logprob"":-1.3778787851333618,""token_logprobs"":[-1.3778787851333618]}]"
691528,2023_3_3,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-8.654480934143066,""mean_token_logprob"":-2.884826978047689,""token_logprobs"":[-8.653555870056152,-2.264974000354414e-06,-0.0009233264136128128]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.0471994876861572,""mean_token_logprob"":-0.5235997438430786,""token_logprobs"":[-1.0471910238265991,-8.4638240878121e-06]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.6942380666732788,""mean_token_logprob"":-0.8471190333366394,""token_logprobs"":[-1.6942371129989624,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.088160037994385,""mean_token_logprob"":-3.0440800189971924,""token_logprobs"":[-3.3722240924835205,-2.7159359455108643]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.3827747106552124,""mean_token_logprob"":-0.6913873553276062,""token_logprobs"":[-1.38258957862854,-0.0001851148990681395]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.0386507511138916,""mean_token_logprob"":-2.0386507511138916,""token_logprobs"":[-2.0386507511138916]}]"
691528,2023_3_3,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.562466144561768,""mean_token_logprob"":-2.1874887148539224,""token_logprobs"":[-6.562052249908447,-1.6689286894688848e-06,-0.00041261743172071874]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.4365758895874023,""mean_token_logprob"":-1.2182879447937012,""token_logprobs"":[-2.4365339279174805,-4.207999518257566e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.4598822593688965,""mean_token_logprob"":-0.7299411296844482,""token_logprobs"":[-1.4598805904388428,-1.6689286894688848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.7557806968688965,""mean_token_logprob"":-2.3778903484344482,""token_logprobs"":[-3.48709774017334,-1.2686829566955566]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.252666473388672,""mean_token_logprob"":-1.626333236694336,""token_logprobs"":[-3.2526583671569824,-8.22540732769994e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.4873039722442627,""mean_token_logprob"":-0.4873039722442627,""token_logprobs"":[-0.4873039722442627]}]"
693164,2023_2_0,Infant Cry,bare,Phee,Phee,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.939360618591309,""mean_token_logprob"":-3.313120206197103,""token_logprobs"":[-9.938512802124023,-4.0531076592742465e-06,-0.0008436457719653845]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.036756157875061,""mean_token_logprob"":-0.5183780789375305,""token_logprobs"":[-1.036744236946106,-1.1920858014491387e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3686063289642334,""mean_token_logprob"":-0.6843031644821167,""token_logprobs"":[-1.368605375289917,-9.536738616588991e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.065760612487793,""mean_token_logprob"":-3.0328803062438965,""token_logprobs"":[-3.416501522064209,-2.649259090423584]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-1.516867756843567,""mean_token_logprob"":-0.7584338784217834,""token_logprobs"":[-1.5166375637054443,-0.00023016665363684297]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.3750267028808594,""mean_token_logprob"":-2.3750267028808594,""token_logprobs"":[-2.3750267028808594]}]"
693164,2023_2_0,Infant Cry,definition,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.150101184844971,""mean_token_logprob"":-2.0500337282816568,""token_logprobs"":[-6.149809837341309,-1.4305104514278355e-06,-0.00028975578607060015]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.222921133041382,""mean_token_logprob"":-1.111460566520691,""token_logprobs"":[-2.222874164581299,-4.6967357775429264e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.7474627494812012,""mean_token_logprob"":-0.3737313747406006,""token_logprobs"":[-0.7474608421325684,-1.9073468138230965e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-4.842693328857422,""mean_token_logprob"":-2.421346664428711,""token_logprobs"":[-3.0951597690582275,-1.7475336790084839]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.0075230598449707,""mean_token_logprob"":-1.5037615299224854,""token_logprobs"":[-3.0075066089630127,-1.6569954823353328e-05]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.1691231727600098,""mean_token_logprob"":-1.1691231727600098,""token_logprobs"":[-1.1691231727600098]}]"
695093,2023_3_3,Infant Cry,bare,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.154061317443848,""mean_token_logprob"":-3.0513537724812827,""token_logprobs"":[-9.153335571289062,-5.722029527532868e-06,-0.0007198841194622219]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-1.236558198928833,""mean_token_logprob"":-0.6182790994644165,""token_logprobs"":[-1.2365450859069824,-1.3112935448589269e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.7947279214859009,""mean_token_logprob"":-0.39736396074295044,""token_logprobs"":[-0.7947268486022949,-1.0728830375228426e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.724123001098633,""mean_token_logprob"":-2.8620615005493164,""token_logprobs"":[-3.3572680950164795,-2.3668551445007324]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-2.0196011066436768,""mean_token_logprob"":-1.0098005533218384,""token_logprobs"":[-2.0194389820098877,-0.00016223068814724684]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-2.4956374168395996,""mean_token_logprob"":-2.4956374168395996,""token_logprobs"":[-2.4956374168395996]}]"
695093,2023_3_3,Infant Cry,definition,Seep,Seep,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-6.295315265655518,""mean_token_logprob"":-2.0984384218851724,""token_logprobs"":[-6.294987201690674,-1.5497195136049413e-06,-0.00032658010604791343]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.519944429397583,""mean_token_logprob"":-1.2599722146987915,""token_logprobs"":[-2.5198917388916016,-5.280832192511298e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-0.7699602842330933,""mean_token_logprob"":-0.38498014211654663,""token_logprobs"":[-0.7699582576751709,-2.0265558760002023e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.157671928405762,""mean_token_logprob"":-2.578835964202881,""token_logprobs"":[-3.4969987869262695,-1.6606730222702026]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.161485195159912,""mean_token_logprob"":-1.580742597579956,""token_logprobs"":[-3.161475658416748,-9.65590606938349e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.010035753250122,""mean_token_logprob"":-1.010035753250122,""token_logprobs"":[-1.010035753250122]}]"
696291,2023_2_0,Infant Cry,bare,Tsik,Tsik,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-9.964784622192383,""mean_token_logprob"":-3.3215948740641275,""token_logprobs"":[-9.964033126831055,-3.4570634852570947e-06,-0.0007472821744158864]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-2.013545036315918,""mean_token_logprob"":-1.006772518157959,""token_logprobs"":[-2.013533115386963,-1.2040065485052764e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.3944337368011475,""mean_token_logprob"":-0.6972168684005737,""token_logprobs"":[-1.3944330215454102,-7.152555099310121e-07]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-6.449007987976074,""mean_token_logprob"":-3.224503993988037,""token_logprobs"":[-3.810093402862549,-2.6389148235321045]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-0.8801006078720093,""mean_token_logprob"":-0.44005030393600464,""token_logprobs"":[-0.879959225654602,-0.00014137222024146467]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-1.9521420001983643,""mean_token_logprob"":-1.9521420001983643,""token_logprobs"":[-1.9521420001983643]}]"
696291,2023_2_0,Infant Cry,definition,Twitter,Twitter,false,false,"[{""candidate"":""Infant Cry"",""token_ids"":[19433,517,42705],""token_count"":3,""sequence_logprob"":-7.952122688293457,""mean_token_logprob"":-2.650707562764486,""token_logprobs"":[-7.951860427856445,-1.1920922133867862e-06,-0.0002615109842736274]},{""candidate"":""Phee"",""token_ids"":[47,49053],""token_count"":2,""sequence_logprob"":-3.3862624168395996,""mean_token_logprob"":-1.6931312084197998,""token_logprobs"":[-3.3862075805664062,-5.4834770708112046e-05]},{""candidate"":""Seep"",""token_ids"":[1514,747],""token_count"":2,""sequence_logprob"":-1.1748580932617188,""mean_token_logprob"":-0.5874290466308594,""token_logprobs"":[-1.174856424331665,-1.6689286894688848e-06]},{""candidate"":""Trill"",""token_ids"":[1282,483],""token_count"":2,""sequence_logprob"":-5.34795618057251,""mean_token_logprob"":-2.673978090286255,""token_logprobs"":[-3.971435546875,-1.3765206336975098]},{""candidate"":""Tsik"",""token_ids"":[52793,1579],""token_count"":2,""sequence_logprob"":-3.2901484966278076,""mean_token_logprob"":-1.6450742483139038,""token_logprobs"":[-3.2901439666748047,-4.529942543740617e-06]},{""candidate"":""Twitter"",""token_ids"":[24862],""token_count"":1,""sequence_logprob"":-0.5280576348304749,""mean_token_logprob"":-0.5280576348304749,""token_logprobs"":[-0.5280576348304749]}]"
