model_id,event_id,condition,target,raw_prediction,prediction,correct
Qwen/Qwen2.5-Omni-3B,564626,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,572081,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,580149,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,584053,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,589438,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,592253,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,592333,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,592365,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,592485,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,593649,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,594023,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,595018,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,622320,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,624712,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,630476,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,631448,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,633994,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,638810,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,639917,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,649137,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,666889,full_0-8k,Trill,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,667042,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,667091,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,667312,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,668428,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,669075,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,670835,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,679182,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,686112,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,687244,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,691986,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,695230,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,707417,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,708875,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,714664,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,725841,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,738495,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,762457,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,768310,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,781044,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,804279,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,805610,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,809280,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,827373,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,836027,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,837515,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,851383,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,852107,full_0-8k,Trill,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,859379,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,861790,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,867502,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,867780,full_0-8k,Trill,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,110359,full_0-8k,Tsik,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,110581,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,122742,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,143307,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,170858,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,200722,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209834,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209838,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209846,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209851,full_0-8k,Tsik,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,209853,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209876,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209886,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209891,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209893,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209900,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209901,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209905,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,209919,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,223371,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,248161,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,31471,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,335642,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,423771,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,438410,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,468429,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,480809,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,481037,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508866,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508870,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508872,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508903,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508905,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508923,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,50919,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,525735,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,526904,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,549904,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,558254,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,563468,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,567790,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,589271,full_0-8k,Tsik,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,593315,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,610080,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,614582,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,614794,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,622312,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,623831,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,631947,full_0-8k,Tsik,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,632037,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,636120,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,636151,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,642827,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,654915,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,662160,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,663998,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,666489,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,666571,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,666726,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,666835,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,667582,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,668393,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,668980,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,669789,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,687663,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,716490,full_0-8k,Tsik,Twitter,Twitter,false
Qwen/Qwen2.5-Omni-3B,746198,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,753447,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,755986,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,770417,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,770853,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,779744,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,784804,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,787004,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,792714,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,799377,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,801091,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,804713,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,805029,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,807122,full_0-8k,Tsik,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,816990,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,84423,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,847877,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,853911,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,867489,full_0-8k,Tsik,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,137886,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,152770,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,166603,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,174653,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,205050,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,211769,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,223149,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,223184,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,223365,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,227303,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,228842,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,241125,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,248263,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,248296,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,250172,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,273977,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,274918,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,293662,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,313999,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,363877,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,36522,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,380174,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,386889,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,400874,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,43726,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,442547,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,452855,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,508634,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,508636,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,508695,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,508749,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508777,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508828,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508830,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508964,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,508992,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,508993,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,509005,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,509006,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,509008,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,509026,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,509046,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,509087,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,511735,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,525243,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,525561,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,525562,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,527487,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,539125,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,547929,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,550353,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,550482,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,5555,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,556866,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,557194,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,558285,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,567471,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,582722,full_0-8k,Twitter,Trill,Trill,false
Qwen/Qwen2.5-Omni-3B,584396,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,592286,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,598116,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,598781,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,600731,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,601927,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,602268,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,622260,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,622758,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,623573,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,624179,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,625053,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,632381,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,645428,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,648272,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,651229,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,662800,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,667201,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,678522,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,680295,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,680791,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,699227,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,737715,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,766645,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,768697,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,786011,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,79941,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,805513,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,807189,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,811393,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,8116,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,820757,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,826133,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,836799,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,844274,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,84477,full_0-8k,Twitter,Seep,Seep,false
Qwen/Qwen2.5-Omni-3B,851385,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,861853,full_0-8k,Twitter,Phee,Phee,false
Qwen/Qwen2.5-Omni-3B,866525,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,866533,full_0-8k,Twitter,Twitter,Twitter,true
Qwen/Qwen2.5-Omni-3B,866838,full_0-8k,Twitter,Seep,Seep,false
